,Company Name,Industry,Symbol,Series,ISIN Code,nifty100,nifty200,nifty500,nifty500Multicap502525,nifty50,niftylargemidcap250,niftymicrocap250,niftymidcap100,niftymidcap150,niftymidcap50,niftymidcapselect,niftymidsmallcap400,niftynext50,niftysmallcap100,niftysmallcap250,niftysmallcap50
656,Mold-Tek Packaging Ltd.,Capital Goods,MOLDTKPAC,EQ,INE893J01029,,,,,,,1,,,,,,,,,
657,Morepen Laboratories Ltd.,Healthcare,MOREPENLAB,EQ,INE083A01026,,,,,,,1,,,,,,,,,
658,Mrs. Bectors Food Specialities Ltd.,Fast Moving Consumer Goods,BECTORFOOD,EQ,INE495P01012,,,,,,,1,,,,,,,,,
659,NEOGEN CHEMICALS LTD.,Chemicals,NEOGEN,EQ,INE136S01016,,,,,,,1,,,,,,,,,
660,NIIT Ltd.,Consumer Services,NIITLTD,EQ,INE161A01038,,,,,,,1,,,,,,,,,
661,NRB Bearings Ltd.,Capital Goods,NRBBEARING,EQ,INE349A01021,,,,,,,1,,,,,,,,,
662,National Fertilizers Ltd.,Chemicals,NFL,EQ,INE870D01012,,,,,,,1,,,,,,,,,
663,Nava Bharat Ventures Ltd.,Power,NBVENTURES,EQ,INE725A01022,,,,,,,1,,,,,,,,,
664,Navneet Education Ltd.,Media Entertainment & Publication,NAVNETEDUL,EQ,INE060A01024,,,,,,,1,,,,,,,,,
665,Neuland Laboratories Ltd.,Healthcare,NEULANDLAB,EQ,INE794A01010,,,,,,,1,,,,,,,,,
666,Newgen Software Technologies Ltd.,Information Technology,NEWGEN,EQ,INE619B01017,,,,,,,1,,,,,,,,,
667,Nilkamal Ltd.,Consumer Durables,NILKAMAL,EQ,INE310A01015,,,,,,,1,,,,,,,,,
668,Nucleus Software Exports Ltd.,Information Technology,NUCLEUS,EQ,INE096B01018,,,,,,,1,,,,,,,,,
669,Olectra Greentech Ltd.,Automobile and Auto Components,OLECTRA,EQ,INE260D01016,,,,,,,1,,,,,,,,,
670,Optiemus Infracom Ltd.,Telecommunication,OPTIEMUS,EQ,INE350C01017,,,,,,,1,,,,,,,,,
671,Orient Cement Ltd.,Construction Materials,ORIENTCEM,EQ,INE876N01018,,,,,,,1,,,,,,,,,
672,Orissa Min Dev Co Ltd.,Metals & Mining,ORISSAMINE,BE,INE725E01024,,,,,,,1,,,,,,,,,
673,PSP Projects Ltd.,Construction,PSPPROJECT,EQ,INE488V01015,,,,,,,1,,,,,,,,,
674,PTC India Ltd.,Power,PTC,EQ,INE877F01012,,,,,,,1,,,,,,,,,
675,Paisalo Digital Ltd.,Financial Services,PAISALO,EQ,INE420C01059,,,,,,,1,,,,,,,,,
676,Panacea Biotec Ltd.,Healthcare,PANACEABIO,EQ,INE922B01023,,,,,,,1,,,,,,,,,
677,Paras Defence and Space Technologies Ltd.,Capital Goods,PARAS,EQ,INE045601015,,,,,,,1,,,,,,,,,
678,Pilani Investment and Industries Corporation Ltd.,Financial Services,PILANIINVS,EQ,INE417C01014,,,,,,,1,,,,,,,,,
679,Prataap Snacks Ltd.,Fast Moving Consumer Goods,DIAMONDYD,EQ,INE393P01035,,,,,,,1,,,,,,,,,
680,Punjab Chemicals & Crop Protection Ltd.,Chemicals,PUNJABCHEM,EQ,INE277B01014,,,,,,,1,,,,,,,,,
681,Puravankara Ltd.,Realty,PURVA,EQ,INE323I01011,,,,,,,1,,,,,,,,,
682,R Systems International Ltd.,Information Technology,RSYSTEMS,EQ,INE411H01032,,,,,,,1,,,,,,,,,
683,RPSG Ventures Ltd.,Services,RPSGVENT,EQ,INE425Y01011,,,,,,,1,,,,,,,,,
684,Ramco Industries Ltd.,Construction Materials,RAMCOIND,EQ,INE614A01028,,,,,,,1,,,,,,,,,
685,Ramkrishna Forgings Ltd.,Capital Goods,RKFORGE,EQ,INE399G01023,,,,,,,1,,,,,,,,,
686,Rategain Travel Technologies Ltd.,Information Technology,RATEGAIN,EQ,INE0CLI01024,,,,,,,1,,,,,,,,,
687,RattanIndia Power Ltd.,Power,RTNPOWER,EQ,INE399K01017,,,,,,,1,,,,,,,,,
688,Raymond Ltd.,Textiles,RAYMOND,EQ,INE301A01014,,,,,,,1,,,,,,,,,
689,Reliance Infrastructure Ltd.,Power,RELINFRA,EQ,INE036A01016,,,,,,,1,,,,,,,,,
690,Reliance Power Ltd.,Power,RPOWER,EQ,INE614G01033,,,,,,,1,,,,,,,,,
691,Religare Enterprises Ltd.,Financial Services,RELIGARE,EQ,INE621H01010,,,,,,,1,,,,,,,,,
692,Repco Home Finance Ltd.,Financial Services,REPCOHOME,EQ,INE612J01015,,,,,,,1,,,,,,,,,
693,Responsive Industries Ltd.,Consumer Durables,RESPONIND,EQ,INE688D01026,,,,,,,1,,,,,,,,,
694,Rolex Rings Ltd.,Automobile and Auto Components,ROLEXRINGS,EQ,INE645S01016,,,,,,,1,,,,,,,,,
695,Rupa & Company Ltd.,Textiles,RUPA,EQ,INE895B01021,,,,,,,1,,,,,,,,,
696,S H Kelkar and Company Ltd.,Fast Moving Consumer Goods,SHK,EQ,INE500L01026,,,,,,,1,,,,,,,,,
697,SEAMEC Ltd.,Services,SEAMECLTD,EQ,INE497B01018,,,,,,,1,,,,,,,,,
698,Sagar Cements Ltd.,Construction Materials,SAGCEM,EQ,INE229C01021,,,,,,,1,,,,,,,,,
699,Sandhar Technologies Ltd.,Automobile and Auto Components,SANDHAR,EQ,INE278H01035,,,,,,,1,,,,,,,,,
700,Sanghi Industries Ltd.,Construction Materials,SANGHIIND,EQ,INE999B01013,,,,,,,1,,,,,,,,,
701,Sansera Engineering Ltd.,Automobile and Auto Components,SANSERA,EQ,INE953O01021,,,,,,,1,,,,,,,,,
702,Sarda Energy and Minerals Ltd.,Metals & Mining,SARDAEN,EQ,INE385C01013,,,,,,,1,,,,,,,,,
703,Sasken Technologies Ltd.,Information Technology,SASKEN,EQ,INE231F01020,,,,,,,1,,,,,,,,,
704,Savita Oil Technologies Ltd.,Oil Gas & Consumable Fuels,SOTL,EQ,INE035D01012,,,,,,,1,,,,,,,,,
705,Schneider Electric Infrastructure Ltd.,Capital Goods,SCHNEIDER,EQ,INE839M01018,,,,,,,1,,,,,,,,,
706,Shalby Ltd.,Healthcare,SHALBY,EQ,INE597J01018,,,,,,,1,,,,,,,,,
707,Sharda Cropchem Ltd.,Chemicals,SHARDACROP,EQ,INE221J01015,,,,,,,1,,,,,,,,,
708,Share India Securities Ltd.,Financial Services,SHAREINDIA,EQ,INE932X01018,,,,,,,1,,,,,,,,,
709,Shoppers Stop Ltd.,Consumer Services,SHOPERSTOP,EQ,INE498B01024,,,,,,,1,,,,,,,,,
710,Siyaram Silk Mills Ltd.,Textiles,SIYSIL,EQ,INE076B01028,,,,,,,1,,,,,,,,,
711,Somany Ceramics Ltd.,Consumer Durables,SOMANYCERA,EQ,INE355A01028,,,,,,,1,,,,,,,,,
712,South Indian Bank Ltd.,Financial Services,SOUTHBANK,EQ,INE683A01023,,,,,,,1,,,,,,,,,
713,Spandana Sphoorty Financial Ltd.,Financial Services,SPANDANA,EQ,INE572J01011,,,,,,,1,,,,,,,,,
714,Star Cement Ltd.,Construction Materials,STARCEMENT,EQ,INE460H01021,,,,,,,1,,,,,,,,,
715,Steel Strips Wheels Ltd.,Automobile and Auto Components,SSWL,EQ,INE802C01025,,,,,,,1,,,,,,,,,
716,Stove Kraft Ltd.,Consumer Durables,STOVEKRAFT,EQ,INE00IN01015,,,,,,,1,,,,,,,,,
717,Subex Ltd.,Information Technology,SUBEXLTD,EQ,INE754A01055,,,,,,,1,,,,,,,,,
718,Subros Ltd.,Automobile and Auto Components,SUBROS,EQ,INE287B01021,,,,,,,1,,,,,,,,,
719,Sundaram Clayton Ltd.,Automobile and Auto Components,SUNCLAYLTD,EQ,INE105A01035,,,,,,,1,,,,,,,,,
720,Supriya Lifescience Ltd.,Healthcare,SUPRIYA,EQ,INE07RO01027,,,,,,,1,,,,,,,,,
721,Surya Roshni Ltd.,Capital Goods,SURYAROSNI,EQ,INE335A01012,,,,,,,1,,,,,,,,,
722,Suryoday Small Finance Bank Ltd.,Financial Services,SURYODAY,EQ,INE428Q01011,,,,,,,1,,,,,,,,,
723,Swan Energy Ltd.,Textiles,SWANENERGY,EQ,INE665A01038,,,,,,,1,,,,,,,,,
724,Swaraj Engines Ltd.,Capital Goods,SWARAJENG,EQ,INE277A01016,,,,,,,1,,,,,,,,,
725,TV Today Network Ltd.,Media Entertainment & Publication,TVTODAY,EQ,INE038F01029,,,,,,,1,,,,,,,,,
726,TVS Srichakra Ltd.,Automobile and Auto Components,TVSSRICHAK,EQ,INE421C01016,,,,,,,1,,,,,,,,,
727,Tarsons Products Ltd.,Healthcare,TARSONS,EQ,INE144Z01023,,,,,,,1,,,,,,,,,
728,Tasty Bite Eatables Ltd.,Fast Moving Consumer Goods,TASTYBITE,EQ,INE488B01017,,,,,,,1,,,,,,,,,
729,Tata Metaliks Ltd.,Metals & Mining,TATAMETALI,EQ,INE056C01010,,,,,,,1,,,,,,,,,
730,Tatva Chintan Pharma Chem Ltd.,Chemicals,TATVA,EQ,INE0GK401011,,,,,,,1,,,,,,,,,
731,Techno Electric & Engineering Company Ltd.,Construction,TECHNOE,EQ,INE285K01026,,,,,,,1,,,,,,,,,
732,Tega Industries Ltd.,Capital Goods,TEGA,EQ,INE011K01018,,,,,,,1,,,,,,,,,
733,Tejas Networks Ltd.,Telecommunication,TEJASNET,EQ,INE010J01012,,,,,,,1,,,,,,,,,
734,Thirumalai Chemicals Ltd.,Chemicals,TIRUMALCHM,EQ,INE338A01024,,,,,,,1,,,,,,,,,
735,Thomas Cook (India) Ltd.,Consumer Services,THOMASCOOK,EQ,INE332A01027,,,,,,,1,,,,,,,,,
736,Tide Water Oil (India) Ltd.,Oil Gas & Consumable Fuels,TIDEWATER,EQ,INE484C01030,,,,,,,1,,,,,,,,,
737,Time Technoplast Ltd.,Capital Goods,TIMETECHNO,EQ,INE508G01029,,,,,,,1,,,,,,,,,
738,Tinplate Company of India Ltd.,Capital Goods,TINPLATE,EQ,INE422C01014,,,,,,,1,,,,,,,,,
739,Transport Corporation of India Ltd.,Services,TCI,EQ,INE688A01022,,,,,,,1,,,,,,,,,
740,Ujjivan Small Finance Bank Ltd.,Financial Services,UJJIVANSFB,EQ,INE551W01018,,,,,,,1,,,,,,,,,
741,Unichem Laboratories Ltd.,Healthcare,UNICHEMLAB,EQ,INE351A01035,,,,,,,1,,,,,,,,,
742,Usha Martin Ltd.,Capital Goods,USHAMART,EQ,INE228A01035,,,,,,,1,,,,,,,,,
743,V.S.T Tillers Tractors Ltd.,Capital Goods,VSTTILLERS,EQ,INE764D01017,,,,,,,1,,,,,,,,,
744,VRL Logistics Ltd.,Services,VRLLOG,EQ,INE366I01010,,,,,,,1,,,,,,,,,
745,VST Industries Ltd.,Fast Moving Consumer Goods,VSTIND,EQ,INE710A01016,,,,,,,1,,,,,,,,,
746,Va Tech Wabag Ltd.,Utilities,WABAG,EQ,INE956G01038,,,,,,,1,,,,,,,,,
747,Valiant Organics Ltd.,Chemicals,VALIANTORG,EQ,INE565V01010,,,,,,,1,,,,,,,,,
748,Voltamp Transformers Ltd,Capital Goods,VOLTAMP,EQ,INE540H01012,,,,,,,1,,,,,,,,,
749,Welspun Enterprises Ltd.,Construction,WELENT,EQ,INE625G01013,,,,,,,1,,,,,,,,,
750,West Coast Paper Mills Ltd.,Forest Materials,WSTCSTPAPR,EQ,INE976A01021,,,,,,,1,,,,,,,,,
